MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
16.1,30.7,0,NNE,26,SW,17,6,51,42,1012.7,1010.1,23.4,29.3,No,0
17.8,32,0,ENE,31,E,0,11,66,40,1012,1009.1,22.9,31.1,No,0
20.1,33,0,ENE,61,SSE,17,22,55,41,1013.8,1010.6,26.7,32.5,No,1
20.1,32,35,ENE,37,ENE,19,11,68,40,1013.6,1010,24.1,31.2,Yes,1
21.6,26.4,1.4,NE,37,NNE,13,15,81,87,1011.7,1009.4,22.5,23,Yes,1
21.5,28.9,5,NE,44,NW,19,11,66,84,1006.9,1006.2,25.5,24.5,Yes,1
22.1,30.6,14.2,NE,41,ENE,6,28,86,59,1009.5,1006.5,24.4,29.5,Yes,1
24,25.5,2.4,NE,52,NNE,33,22,61,90,1006,1006,24.5,21.2,Yes,1
19.9,31.4,13.8,WSW,24,SSE,4,11,83,34,1009.4,1007.4,22.3,29.6,Yes,0
18.5,33.7,0,WSW,31,NW,2,13,71,46,1009.7,1005.1,23.8,32.6,No,0
19.8,26.9,0,WSW,48,W,19,24,70,36,1004.4,1003.3,21.6,26.5,No,0
12.9,27.2,0,W,28,S,6,9,64,43,1007.4,1005.9,17.9,25.5,No,0
12.9,29.3,0,NE,28,SE,4,9,70,36,1009.1,1007.8,19.1,26.9,No,0
16.1,31.9,0,E,22,NNE,13,13,63,38,1011.8,1009.4,21.4,29.5,No,0
17.8,32.5,0,N,37,NNW,9,6,60,40,1012.4,1009.9,24.9,32,No,0
19.8,34.6,0,NE,43,N,13,13,60,37,1013.6,1010.3,25.3,33,No,0
20.7,31.4,0,ENE,39,S,11,7,53,41,1010.4,1006.1,24.6,30.9,No,0
19.8,30.6,0,WSW,35,W,0,15,68,29,1002.5,1001.5,22.2,30.4,No,0
14.9,32,0,SW,28,W,4,15,60,30,1008,1006.6,21.1,30.3,No,0
21.1,34.4,0,SW,39,SSW,9,20,63,40,1008.2,1009.6,25.1,33.4,No,0
14.3,31.6,0,WSW,39,WSW,0,19,60,30,1014.5,1013.7,19.8,29.5,No,0
12.6,32.3,0,E,28,SSE,13,9,56,20,1017.8,1015.9,20.6,30.6,No,0
14.5,32,0,NW,35,NNW,7,9,59,32,1018.9,1017.2,21.5,30.2,No,0
16.7,35.4,0,SSE,28,ESE,9,17,68,31,1019,1015.6,23,33.4,No,0
19.9,38.2,0,S,24,S,7,17,56,25,1015.3,1011.4,25.3,37.3,No,0
20.5,39.8,0,NW,61,NW,6,28,57,16,1009,1005.2,27.2,38.8,No,0
21.9,33.7,0,NNE,41,N,17,20,77,49,1014.1,1011.1,25.4,32,No,1
21.9,36,3.4,WNW,31,W,0,7,74,50,1012.3,1011.6,25.8,33.9,Yes,1
22.5,28.2,2.6,WNW,81,SE,4,9,80,99,1012.7,1011.1,24.8,23.4,Yes,1
20.4,23,99.2,NW,28,NW,11,4,97,95,1008.6,1007.3,22.5,22.5,Yes,1
14.7,21.5,51,WSW,43,W,19,22,81,45,1017,1019.6,14.7,19.1,Yes,0
10.8,25.5,0,SSE,26,WNW,15,7,58,40,1023.6,1019.5,14.5,23.9,No,0
13.4,27.3,0,SE,22,SE,7,11,66,50,1018.7,1016.6,18.5,26.4,No,0
15,29.4,0,NNE,20,E,6,9,66,43,1022,1019.8,18.7,27.1,No,0
17,29.7,0,N,28,ENE,9,17,79,55,1020.1,1016.1,19.8,27.9,No,1
19.8,24.8,39.8,SW,54,NNW,15,9,98,94,1013.4,1011.5,20.4,22,Yes,1
18.7,28.5,28.2,WNW,28,WNW,7,19,88,57,1014.2,1012.9,19.6,28.2,Yes,0
15.1,28.6,0,SSE,24,S,11,7,73,50,1017.6,1016.5,20.6,27.6,No,0
14.5,29.2,0,ENE,20,E,6,9,57,45,1022.2,1019.9,19.4,27.6,No,0
16.4,28,0,ESE,24,N,7,9,69,40,1022.3,1018.6,20.5,26.7,No,0
18.9,22,0.2,ENE,31,NE,0,13,80,85,1017.6,1016.1,20.7,20.6,No,1
18.9,29.2,5.8,ESE,30,SSE,0,4,90,55,1012.9,1010.8,19.9,28.1,Yes,0
19.3,30.7,0,ESE,52,E,13,15,68,51,1013.7,1010.3,22,30.4,No,1
21.7,29,12.2,NNE,59,NW,17,20,91,67,1005.2,1004.5,22.1,27.4,Yes,1
16.7,25.7,12.8,WNW,43,WNW,13,26,80,50,1010.1,1009.7,19.4,25.2,Yes,0
10.1,22.5,0,W,41,W,19,20,62,40,1015.2,1015.2,13.6,21.7,No,0
12.3,25.2,0,SW,69,SSW,15,9,53,43,1022.1,1020.5,15,23.2,No,0
12.6,28,0.2,WSW,28,W,7,11,66,43,1024,1020,16.8,26.7,No,0
13.9,29.2,0,WSW,28,WSW,2,13,76,43,1019.2,1015.5,18.9,27.7,No,0
16.5,29.8,0,WNW,24,NNW,2,7,75,36,1014.1,1011.5,19.2,29.2,No,0
15.6,30.9,0,W,33,N,6,7,70,36,1011.3,1008.6,19.6,30.2,No,0
19.6,24.8,0.2,WNW,20,NE,6,7,87,87,1009.9,1009,20.4,21.1,No,1
17.9,30,11.8,SE,20,ESE,7,11,85,55,1007.8,1003.7,20.4,28.5,Yes,0
16,22.8,0,WSW,44,WSW,22,30,82,40,1006.5,1009.1,16,21.6,No,0
8.8,23.4,0,WNW,24,WNW,11,11,67,41,1015.8,1012.8,13,22.3,No,0
8.4,22.3,0,WSW,37,WSW,4,22,77,45,1012.9,1011.6,13.4,21.3,No,0
8.6,22.1,0,W,33,W,6,20,79,42,1014.3,1013.6,13.2,21,No,0
11.5,25,0,SE,30,E,19,13,58,30,1020.6,1019.4,15.6,24.9,No,0
9.6,25.3,0,E,22,S,0,9,68,38,1025.8,1022.8,15,23.6,No,0
10.6,26.6,0,SE,31,NNE,4,9,73,42,1023.9,1019.2,16.2,25.8,No,0
11.4,28.7,0,NE,30,NNE,6,17,71,34,1017.5,1013.2,16.8,28,No,0
16.8,27,0,NNE,30,NNW,0,15,61,57,1014.8,1013,22.3,23.9,No,1
18.7,20.8,13.4,N,22,ENE,9,13,92,95,1012.3,1011.9,19.8,19.6,Yes,1
16.8,27,10.2,E,30,SE,0,13,90,54,1015.4,1013.7,19,26.2,Yes,0
17.2,28.2,0.6,ENE,37,NNE,0,19,88,56,1018.8,1017.1,19.8,27,No,0
19.6,29.3,0.6,SW,54,NE,0,13,87,61,1019.8,1017.2,21.8,28.8,No,1
18.2,26.9,19.8,SSE,19,SE,7,7,96,61,1021.3,1019.2,19.6,26.2,Yes,0
16.3,28.4,0.2,E,24,NE,7,11,81,56,1020.3,1017,19.4,26.6,No,0
17.1,28.2,0.4,SW,30,W,6,19,87,37,1017.3,1015.5,19.8,28,No,0
12.1,25.9,0.2,WNW,22,SSE,7,7,84,51,1018.7,1016,15.4,24.6,No,0
12.8,26.3,0,SE,20,SSE,9,11,77,47,1015.4,1012.4,16.2,25.2,No,0
13.3,27.4,0,NNE,24,ENE,13,15,74,43,1013.9,1010.6,17.4,26.7,No,0
13.9,28.1,0,SE,57,ENE,13,9,71,46,1011.9,1008.4,19.4,27.4,No,0
18.2,25.9,0,E,30,NE,4,15,75,59,1005.4,1002.5,19.3,24.9,No,0
18.6,26.8,0,WNW,37,WNW,0,13,82,58,1001.4,1000.3,20.1,26,No,0
16.3,20.1,0,W,37,WNW,15,22,76,63,1005.7,1005.3,16.4,18.4,No,1
13.9,22,8,WNW,44,WNW,13,19,90,64,1003.7,1003.8,15.7,20.7,Yes,0
13.3,22.1,0,WNW,43,WSW,17,17,77,49,1011.8,1012.6,14.9,20.9,No,0
9.6,24.2,0,SSE,26,SE,2,4,67,43,1020.8,1019.7,15.1,22.7,No,0
9.8,23,0,S,19,S,0,7,69,47,1025.3,1023.6,13.9,22.4,No,0
10.2,24.7,0,E,20,ENE,2,11,81,45,1026.9,1023.8,14.2,23.5,No,0
11.5,25.7,0,NE,26,ENE,0,11,86,52,1024,1020.2,14.8,24.3,No,0
12.3,25.8,0,SW,33,NW,9,6,87,55,1018.7,1015.6,15.6,24.1,No,0
7.2,22.1,0.2,SSE,24,SE,0,7,83,47,1022.8,1021.5,11.6,21.4,No,0
8.7,20.4,0,NE,15,S,0,9,81,66,1019.6,1016.3,12.8,19.5,No,0
12.3,22.3,0,WNW,24,SSW,0,7,90,57,1016.5,1014.3,13.9,19.4,No,0
9,21.9,0,SSE,28,NA,0,0,74,46,1016.6,1014.5,14.6,21.6,No,0
6.7,19,0.6,W,28,NW,0,19,85,47,1019.6,1018,10.7,18.6,No,0
4.4,18.1,0.2,SE,24,E,0,6,70,42,1024.3,1022.3,10.8,17.8,No,0
2.8,16.8,0,SSW,13,SSE,0,7,76,53,1025.4,1021.5,8.1,15.9,No,0
3.4,15.9,0,SE,17,ESE,0,9,96,57,1020.7,1016,6.2,15.7,No,0
2.1,16.8,0,WNW,24,WNW,0,17,94,39,1016,1013.5,7.4,16.6,No,0
3.8,16.1,0,SSE,44,SSE,7,24,60,43,1017.9,1016.8,11.4,15.6,No,0
1.1,15.2,0,NW,26,NW,0,17,69,43,1019.3,1015.3,7.4,14.6,No,1
3,11,3.6,W,54,WNW,22,26,83,55,1010.6,1009,8,10.8,Yes,0
0.2,10.1,0.4,WSW,24,NE,4,4,94,89,1015.3,1013.8,4.1,8.6,No,1
3.8,14.1,5,W,35,WNW,11,20,98,74,1015,1012.3,9,13.2,Yes,1
3.8,14.3,1.8,W,35,WSW,20,19,82,46,1020.7,1021.8,6.8,13.6,Yes,0
-0.7,13.7,0,W,15,WSW,0,9,95,57,1031.5,1029.9,3.3,12.3,No,0
0.8,11.2,0,W,20,W,4,7,99,74,1033,1030.5,4.2,10.9,No,0
0.5,15.8,0,E,15,ESE,0,4,85,54,1031.8,1028.1,5.4,14.7,No,0
2.3,17.9,0,E,20,ENE,7,7,99,48,1032,1029.2,7.1,17.6,No,0
2.7,16,0,S,13,SSE,0,6,91,55,1031.5,1028.8,6.6,15.9,No,0
4.5,18.6,0,SE,15,ESE,0,7,93,48,1028.7,1024.9,7.7,18.1,No,0
3.3,20.5,0,ESE,19,ESE,0,9,85,50,1025.4,1020.7,8,19.6,No,0
5.8,22,0,ENE,46,NE,0,20,94,53,1017,1009.3,10.2,20.4,No,1
10.2,15,17.4,WNW,44,WNW,19,20,88,85,1002.9,1000.5,13.2,14,Yes,1
8.9,15.6,3.6,WNW,26,WNW,15,7,85,65,1007.8,1008.2,10,14.8,Yes,0
3.1,14.7,0,SE,30,SE,11,17,74,47,1017.3,1016.1,7.3,14.3,No,0
1.3,14.9,0,WSW,26,WSW,0,20,75,52,1020.5,1018.6,6.6,13.6,No,0
1.9,13.8,0,W,17,WSW,2,11,99,65,1021.9,1020.6,6.1,12.8,No,0
2.6,13.9,0,WSW,15,WSW,0,11,99,72,1025.4,1023.5,6.1,13,No,0
2.5,14.8,0,SSE,11,NA,4,0,99,63,1026.5,1023.4,4.7,14.1,No,0
3.6,15.9,0,SSE,26,ESE,0,11,76,51,1025.9,1023.2,8.7,15.8,No,0
2.8,19.4,0,SE,22,SE,0,9,73,48,1024.8,1022,8,19.2,No,0
3.1,19.8,0,NE,17,NE,0,11,86,53,1028,1025.1,8.8,19.1,No,0
2.9,17.6,0,N,15,SSE,7,9,99,58,1027.8,1023.4,7.7,17.3,No,0
4.3,18.3,0,NW,20,NW,6,11,97,57,1020.6,1016.4,8.5,17.4,No,1
8.5,14.8,8.8,W,24,WNW,9,11,95,72,1016.3,1015.6,10.9,13.8,Yes,0
2.2,12,0,N,28,N,0,15,98,75,1018.7,1014.7,6.7,11.5,No,1
4.9,12.8,2,WSW,26,WNW,9,15,77,50,1017.9,1018,6.8,12.4,Yes,0
-0.5,9.8,0,SW,52,NW,4,13,97,79,1019.3,1014.3,3.1,9,No,1
1.5,10.2,2.6,WNW,37,W,13,22,89,63,1019.2,1017.3,3,9.7,Yes,0
2.9,14.6,0,WSW,33,SSW,13,17,89,51,1018.1,1016.2,7.2,13.7,No,0
-1.1,14,0,SSE,20,SSE,0,13,85,46,1021.3,1021.7,4.3,13.9,No,0
-1.4,13.9,0,SSE,26,SSE,0,17,82,50,1028.7,1026.6,3.5,13.7,No,0
1,16.1,0.2,SE,28,SSE,0,17,76,49,1029.1,1026,7.6,16,No,0
-0.3,15.9,0,SSE,20,ESE,0,11,91,41,1027.3,1024.5,4.3,15.7,No,0
1.7,16.7,0,SSE,35,SSE,7,19,78,45,1025.3,1023.7,8.2,16.5,No,0
0.5,16.9,0,S,15,S,2,7,82,48,1027,1024.7,5.8,16.8,No,0
1,16.1,0,ESE,46,E,0,6,89,52,1023.6,1018.4,4.8,16,No,0
3,12.6,1,WNW,35,W,11,15,92,68,1010.6,1010.1,7.5,11.5,No,0
5.7,12.5,0.2,NW,28,WNW,13,11,91,85,1015.1,1014.5,7.9,11.1,No,0
3.3,11.8,0,NW,20,NNE,0,7,99,92,1017.7,1015.2,7.6,11.4,No,1
7.6,14.6,3.6,N,46,NNE,6,19,86,67,1015.4,1010.8,10.4,14.1,Yes,1
6.6,11.6,10.6,NNW,65,WNW,11,28,93,58,1002,1003.9,6.8,10.3,Yes,0
5.9,11.1,0.6,NW,43,NW,19,19,93,69,1013.3,1013.6,6.3,10.4,No,1
6.2,14.2,3.4,W,43,W,19,17,85,70,1020.2,1020.9,11,13.3,Yes,0
2.9,13.1,0,WNW,15,S,6,7,99,87,1028.3,1027.8,6.4,11.9,No,0
5.5,15.5,0.4,SE,13,S,7,6,99,65,1031,1028.1,8,14.8,No,0
3.2,15.7,0,NE,24,NNW,6,13,99,55,1029.2,1025.1,5.7,14.6,No,0
0.9,16.4,0,NNE,13,NA,0,0,99,47,1030.5,1028.7,4.3,16.2,No,0
-0.2,15.2,0,SSE,15,ESE,0,7,98,52,1035.7,1032.6,3.6,15.2,No,0
0.9,16.6,0,ENE,17,ESE,0,6,81,50,1037.4,1035.1,5.6,16.1,No,0
0.3,15.2,0,SE,20,SE,0,9,92,53,1038.9,1034.2,5.4,15.1,No,0
0.3,14.1,0,E,13,SE,2,4,99,59,1033.6,1028.7,3.9,13.8,No,0
0.2,15.2,0,N,20,SE,4,9,99,63,1026.7,1020.9,3.7,14.5,No,0
2.9,14.8,0,SE,48,S,6,7,98,80,1018.7,1014.3,6.3,12.8,No,1
6.3,14.8,15.4,W,69,NW,7,35,85,54,1013.2,1009.1,10.7,14.1,Yes,1
6.9,11.2,3.8,WNW,59,WNW,26,28,84,73,1010.1,1008.8,7.8,10.6,Yes,1
7,10.8,1.2,NW,61,NNW,17,19,94,87,1010.8,1007.7,7.9,10,Yes,1
6.8,11.2,4.4,WNW,52,W,15,24,85,54,1013.9,1018.3,7.5,10.6,Yes,0
-0.5,8.3,0,WNW,28,W,0,15,93,64,1026,1024.7,4.3,8,No,1
4.3,9.2,4.2,WNW,28,WNW,13,19,94,87,1022.2,1021.1,7.4,8.1,Yes,0
6.4,11,0,WNW,46,WNW,19,28,78,68,1017.7,1012.6,7,10.5,No,1
4.7,11.8,6.6,W,30,W,15,19,85,64,1022.2,1022.7,5.7,11.2,Yes,0
5.7,10.5,0,NW,28,NW,0,19,83,64,1025.4,1023.4,7.7,9.8,No,0
7.1,9.8,0,W,30,WNW,15,17,91,88,1021.6,1020.1,7.2,8.7,No,1
-0.3,12.6,4,SW,15,ENE,6,2,99,65,1029.3,1029.7,4,10.7,Yes,0
-1.6,12.1,0,E,17,E,0,7,95,46,1036.6,1033.3,2.6,12,No,0
0.2,14.1,0,SE,20,E,0,9,78,56,1031.3,1026.3,5.3,13.7,No,0
5.3,11.1,0,W,31,SSE,7,9,86,95,1024,1021.2,8.4,9.5,No,1
8.4,11,8.8,WNW,33,N,17,7,92,85,1018.8,1018.3,8.6,8.6,Yes,1
0.4,14.5,1.8,WSW,13,NA,4,0,99,66,1020.4,1017.8,3.4,14,Yes,0
0.3,16.7,0.2,SE,33,SE,2,19,99,54,1021.5,1020.2,3.6,15.8,No,0
3.5,17.2,0,SE,26,S,4,11,75,46,1022.2,1020,8.8,16.8,No,0
6.9,15.6,0,SSE,33,SSE,17,15,56,45,1023.5,1021.4,12.5,15.3,No,0
0.1,14.6,0,W,19,W,0,11,72,45,1024.7,1021.6,5.8,14.3,No,0
1.6,9.3,0.2,E,19,E,0,11,93,81,1021,1018.2,5.5,8.9,No,1
5.5,13.2,16.2,NW,26,NW,9,11,99,80,1016.6,1015.8,8,12.2,Yes,1
4.1,14.1,2.2,WNW,28,S,2,11,99,63,1022.3,1022,7,12.6,Yes,0
0.5,14.5,0,NNW,15,NW,0,7,99,49,1030.1,1028.8,4.3,14.2,No,0
0.2,13.1,0,SE,41,S,6,6,99,59,1031,1027.6,2.9,12.6,No,0
-1.4,14.7,0,E,17,ESE,2,9,92,52,1028.9,1024.7,3.6,14.1,No,0
0.6,16.1,0.2,SE,19,SSE,2,13,89,54,1024.6,1020,4.9,15.8,No,0
4.9,14.7,1,E,20,ENE,2,15,96,76,1021.7,1019.8,8.8,13.8,No,0
3.4,19,0,NE,20,NNE,0,11,92,55,1021.6,1018.5,8.7,18.9,No,0
6.5,20.6,0,ENE,26,NE,0,13,90,44,1022.2,1018,10.7,19.5,No,0
3.9,21.5,0.2,NNE,28,NE,0,15,92,43,1022.2,1019.9,9,21.3,No,0
7.1,22.9,0,NNE,35,N,7,24,64,37,1024,1021.4,14.7,22.7,No,0
5.6,20.7,0,ESE,44,NNE,7,24,65,42,1023,1018.1,13.9,20.3,No,1
9.9,12.9,14.6,WSW,30,ESE,7,6,99,92,1019.4,1014.8,10.3,12.4,Yes,1
5.3,11.1,4.2,WNW,28,SSW,9,7,96,84,1016.4,1013.2,7.6,9.6,Yes,1
7.1,12.3,8.2,WSW,24,W,6,13,95,76,1011.9,1009.5,7.6,9.7,Yes,1
3.1,10.1,1.2,W,24,WNW,2,13,89,76,1010.2,1008.4,6.3,9.9,Yes,1
6.3,10.9,3.6,WNW,19,W,4,13,89,83,1009.3,1006.9,8.9,10.4,Yes,1
3.4,16.8,2.8,SSE,37,SE,4,22,84,50,1012,1012.3,7.4,16.7,Yes,0
1.6,16.3,0,SW,24,W,4,15,74,43,1020.7,1019.5,6.9,16.2,No,0
0.7,13.4,0,ESE,13,E,0,7,91,65,1025,1023.1,5.8,13,No,0
4.3,17.3,0,SSE,22,NNW,0,4,88,50,1027.1,1024,8.2,16.3,No,1
3.9,13.8,1.2,ENE,15,ESE,6,7,86,73,1025.6,1021.7,9.3,13.3,Yes,0
9,19.4,0.2,NE,24,NNE,0,13,80,45,1020.8,1016.2,11.8,18.7,No,1
7.1,12.6,5.6,NE,44,NE,4,28,95,91,1011.8,1005.7,10.4,11.8,Yes,1
7.4,10.8,30.8,WNW,35,WNW,19,15,90,91,1010.7,1010.2,7.5,9.6,Yes,0
6.9,19.3,0.8,SE,28,SE,11,19,88,49,1021,1020.7,8.2,19.1,No,0
3.2,17.3,0,SE,22,SSE,7,9,62,32,1031.5,1030.4,11.2,16.6,No,0
2.1,18,0,SW,20,SW,6,11,79,46,1037.3,1034.6,8.9,17.4,No,0
1.8,17.7,0,WSW,22,NW,6,7,79,47,1039.9,1036,8.8,17.1,No,0
2.5,16.9,0,S,17,NNE,7,9,99,56,1037.3,1032.6,6.4,16.1,No,0
2.4,17.5,0,ENE,17,SE,11,6,99,56,1031.4,1026.7,6.6,16.8,No,0
2.5,20.7,0,N,31,N,7,19,99,48,1025.6,1020.6,7.2,20.2,No,0
1.9,16.6,0,WNW,24,W,6,13,99,36,1025.6,1023.2,6.5,16.4,No,0
0.8,16.8,0,WSW,31,W,2,17,71,42,1023.7,1019.9,8.2,16.4,No,0
0.4,16.2,0,WSW,24,WNW,0,7,72,44,1022.8,1018.7,7.3,15.8,No,0
1.4,15.9,0,W,26,WNW,2,19,80,59,1019.2,1018.2,8.2,15.6,No,0
0.6,15.7,0,WNW,20,NNW,0,7,99,47,1024.3,1022.1,5.4,15,No,0
0.4,15.8,0,WNW,26,WSW,6,19,87,56,1025.4,1023.2,6.5,15.6,No,0
2.6,18.3,0,S,15,S,6,4,82,42,1025.6,1023,9.3,17.9,No,0
2.8,20.4,0,ESE,17,E,7,7,65,31,1028.4,1025.3,10.4,19.6,No,0
2.6,19.6,0,NE,30,ENE,4,20,71,44,1028.4,1023.6,10.2,18.8,No,0
6.5,16.8,0,ENE,31,E,9,11,65,68,1024.2,1021.8,14.5,15.6,No,1
4.8,21.4,3.2,N,31,NNE,0,22,86,52,1024.5,1020.2,10.8,20.7,Yes,1
10.8,18.8,5,W,56,W,24,33,55,71,1014.9,1014.1,16.7,12.1,Yes,0
-0.1,14.4,1,NW,30,WSW,0,17,78,44,1021.3,1020.2,7.3,13.7,No,0
0.4,15.9,0,WNW,22,NW,7,11,74,38,1022.7,1018.6,7.8,15.7,No,0
2.7,14,0,S,57,WSW,20,30,70,47,1013.1,1010.6,8.4,13,No,0
0.9,20.8,NA,W,33,WSW,9,15,83,42,1021.7,1018.3,9.4,20.6,NA,0
1.7,17.2,0,W,31,NW,4,15,72,33,1023.3,1020.4,9.7,16.9,No,0
4.4,20.8,0,WSW,24,S,6,7,78,50,1017.8,1013.9,9.8,19.3,No,0
3.7,21.7,0,NE,26,NE,7,20,78,52,1017.5,1011.8,12,21.5,No,0
5.5,23.9,0,NNW,19,WSW,4,11,52,36,1015.6,1015.2,14.7,23.2,No,0
5.3,26.7,0,WNW,57,NE,9,22,70,36,1015.5,1007,14.8,26.4,No,0
10.1,13.6,1,W,61,W,31,22,73,70,1008.8,1011.2,12.2,12.9,No,1
1.7,18.2,3.6,W,30,WNW,0,17,99,53,1022.6,1020.3,7.8,18,Yes,0
4.4,22.1,0,ENE,30,N,9,13,81,36,1023.4,1017.4,12.6,21.9,No,0
10,18.4,0,W,35,WNW,17,22,65,39,1017.9,1018.1,14.5,17.8,No,0
1.9,18.3,0,SE,37,NW,11,11,69,39,1020.3,1016.3,11.8,17.9,No,0
8.6,19.8,1,SSE,43,E,15,9,53,36,1022.2,1020.5,13.7,18.9,No,0
3.1,19.6,0,ENE,20,NNE,6,9,65,37,1025,1019.7,11.7,19,No,0
7,21.3,0,ENE,35,NE,7,20,72,44,1019.9,1014.4,13.3,20.5,No,0
11.5,19.2,0.6,WNW,83,ENE,9,19,69,93,1008.7,1004.9,16.9,14.3,No,1
10.7,12.3,28.4,NW,59,WNW,30,20,84,89,996.3,996.2,11.2,10,Yes,1
7.5,15.5,8.2,NW,48,NNW,20,20,84,59,1006.1,1003.7,10.1,15.1,Yes,1
8.2,13.5,3.8,ENE,26,SW,9,11,85,80,1005.8,1007.1,10.5,13,Yes,1
4.2,17.6,5.8,SSE,35,S,13,17,69,47,1018.4,1018.1,11.3,14.8,Yes,0
2.9,18.3,0.8,WSW,22,E,9,9,67,40,1024.7,1022.1,9.4,17.5,No,0
4.1,19.3,0,SSW,24,S,6,4,74,47,1024.9,1021.9,10.5,19.1,No,0
5.6,17.8,0,ENE,19,SSE,4,13,89,59,1020.5,1016.4,10.2,17.4,No,0
10.2,16,0,SW,13,S,9,4,87,80,1014.8,1012.6,13,15,No,1
11.1,21.4,4.2,W,41,WSW,7,7,88,53,1013.2,1010.1,13.3,19.9,Yes,0
8.7,21.8,0,WSW,33,W,4,24,79,50,1012.2,1009.5,13.5,21.3,No,0
10.7,18.6,0,WSW,46,WNW,13,28,89,57,1010.1,1007.4,12.6,18.4,No,1
5.9,16.7,NA,WNW,39,WSW,13,22,83,47,1013.9,1012.7,9.9,15,NA,0
2.6,20.3,0,W,24,S,6,11,81,31,1018.8,1016.8,8.9,18.3,No,0
5.3,23.2,0,NNE,28,NNE,6,7,73,47,1021.2,1017.9,12.4,22.2,No,0
10,24.3,0,NE,28,NE,11,13,74,54,1017.2,1012.3,15.8,23.3,No,0
10.3,25.5,0,W,43,W,4,19,77,53,1009.9,1007.5,17.1,23.7,No,0
9.1,18.7,0,W,50,W,24,33,58,34,1017.9,1020.5,12.7,17.3,No,0
4.3,20.3,0,W,22,ESE,11,7,64,29,1032.4,1030.9,10.2,18.3,No,0
5.2,23.7,0,NNW,22,WNW,7,7,69,35,1033.4,1029.7,12.7,23,No,0
5.7,25.7,0,WSW,20,SSE,4,11,63,42,1030.1,1026.1,14.1,24.9,No,0
8.3,28,0,NE,31,NNW,6,13,68,34,1026.8,1021.7,16.6,27.5,No,0
11.3,24.7,0,WSW,35,S,6,11,77,47,1023.7,1022.7,17.9,23.6,No,0
13.3,25.9,0,ENE,22,S,2,11,85,48,1023.9,1020.8,15.6,25.3,No,0
11.7,30.9,0,NE,24,WNW,2,11,66,27,1020.7,1015.4,18.3,30.3,No,0
18,28.4,0,W,43,SW,17,13,46,49,1010,1006.3,23.8,26.7,No,1
11.9,20.6,12.2,SE,39,SSE,15,20,85,60,1010.8,1012.5,13,19.3,Yes,0
11.7,23.3,0,N,28,SE,7,9,57,46,1020.2,1018.3,16.2,21.9,No,0
8.8,23.8,0,E,28,ENE,9,15,63,43,1022.5,1017.9,15.4,22.6,No,0
12.4,25.9,0,ENE,31,NE,11,19,80,56,1016.1,1011.5,16.7,24.7,No,1
16.7,25,1.2,W,44,NW,9,20,91,63,1010.4,1009.9,18.4,24,Yes,0
9.9,20.1,0,W,50,W,17,28,74,54,1015.2,1015.6,13.1,19.1,No,0
6.4,23.1,0,SW,30,W,19,13,60,41,1022.8,1019.6,14.1,21.3,No,0
9.3,24.8,0,WSW,41,WNW,9,15,62,39,1019.8,1015.2,15.7,23.4,No,0
11.4,22.2,0,W,46,WSW,11,28,64,51,1013.9,1011.1,14.9,21.2,No,0
9.3,22.3,0,SW,39,WNW,9,20,61,29,1013.5,1012.4,14.5,21.9,No,0
8.1,26.6,0,SW,24,ESE,9,11,57,36,1018.4,1015.5,16,24.5,No,0
9.8,29.6,0,SW,35,SE,11,17,72,36,1016.9,1012.5,18.5,28.7,No,0
13.8,32.9,0,NW,50,NNW,7,15,63,44,1011.2,1006.4,21.7,27.1,No,1
15.8,28.5,5.4,E,30,E,4,17,83,47,1013.1,1011,21.4,27.5,Yes,0
16.7,30.1,0,WNW,39,WSW,7,13,72,43,1009.9,1009.6,22.7,28.8,No,0
15.7,31.2,0,WNW,78,NNW,4,24,85,51,1013.4,1008.8,19.8,28.9,No,1
13.9,22.8,34.8,W,61,W,24,22,87,38,1011.7,1015.5,15.9,21.6,Yes,0
9.6,25.3,0,ENE,35,N,7,13,72,30,1023.5,1020.3,16.4,24,No,0
12.5,27,0,W,33,WSW,6,19,65,32,1019,1016,18.8,26.7,No,0
13,28.3,0,W,31,NNE,6,6,66,32,1015.7,1011.7,19.7,28,No,0
16.1,28.3,0,W,46,W,19,30,49,31,1006.1,1008.3,25.2,27.6,No,0
11.9,29.3,0,WNW,37,W,2,19,65,29,1016.4,1014.5,18.9,28.4,No,0
16,22,0,WSW,43,SSW,15,7,62,78,1018.3,1016.6,20.1,19.4,No,0
12.8,27.5,0.2,S,20,SSE,2,11,89,52,1019.2,1015.4,17.2,26.3,No,0
15.1,31.9,0,NNW,31,NNW,9,11,66,36,1017.1,1013,22.9,30.5,No,0
19.9,29.6,0,WSW,33,SSE,13,19,72,62,1013.4,1008.4,21.9,26.5,No,0
17.4,22.8,0,W,44,WNW,28,24,92,44,1011.4,1013.6,17.5,20.7,No,0
8.1,23.5,0,W,33,WSW,4,19,54,36,1018.1,1014.3,17,22.6,No,1
11.9,22.7,2.6,N,31,NNW,2,7,76,39,1012.3,1009.8,14.7,22.2,Yes,0
10,24.4,0,SE,37,SE,19,17,53,30,1017.9,1017.3,17.5,23.5,No,0
10.8,26,0,NA,NA,NA,19,NA,44,NA,1024.5,NA,17.2,NA,No,1
